epoch,accuracy,loss,val_accuracy,val_loss
0,0.8232499957084656,0.38600707054138184,0.8579999804496765,0.3178878128528595
1,0.909500002861023,0.22658498585224152,0.8650000095367432,0.3202838599681854
2,0.9621250033378601,0.11336081475019455,0.8610000014305115,0.4431683123111725
